id,categorie,question,reponse,nb_documents_recuperes,score_similarite,temps_reponse_secondes,statut,source,corrige_bug_decoupage_region,timestamp
S3-172,definitions,Quelle est la place des femmes dans les programmes de microfinance ?,"La place des femmes dans les programmes de microfinance est une caractéristique clé de ce mouvement. En effet, les femmes sont souvent considérées comme une cible prioritaire pour la microfinance en raison de leur rôle dans l'économie domestique et leur expérience de gestion du budget familial.

Selon certaines études, les femmes bénéficient en moyenne d'un accès plus facile à la microfinance que les hommes, ce qui peut être dû à leur capacité à mobiliser des ressources familiales pour financer leurs projets. Cependant, il est important de noter que les effets de la microfinance sur les femmes sont souvent dépendants de facteurs tels que leur niveau d'éducation, leur accès à l'information et leur capacité à prendre des décisions financières autonomes.

Les promoteurs individuels locaux, souvent des personnes physiques ou morales originaire de la zone CEMAC, participent souvent à la création des structures de microfinance dans un but lucratif ou non. Les établissements de microfinance de la zone CEMAC reposent sur ce type de promoteurs, qui sont parfois des sociétés coopératives ou des sociétés anonymes avec conseil d'administration.",12,0.0946,177.75,succes,S3,False,2026-08-01 07:27:26
S3-173,definitions,Quels sont les criteres pour qu'un EMF soit considere solide financierement ?,Je ne dispose pas de cette information dans mes documents.,12,0.1242,139.13,succes,S3,False,2026-08-01 07:29:45
S3-189,institutions,Qu'est-ce que la Cooperative d'Epargne et de Credit et d'Investissement Agricole du Cameroun ?,"La Cooperative d'Epargne et de Credit et d'Investissement Agricole du Cameroun, connue sous le nom de CECIAC, est une banque coopérative. Elle a été créée en 1979 et a son siège à Yaoundé, au Cameroun.",12,0.0871,182.43,succes,S3,False,2026-08-01 07:32:48
S3-190,institutions,Qu'est-ce que la Societe Cooperative d'Epargne et de Credit SOCEC ?,"La Société Coopérative d'Epargne et de Crédit, également connue sous le nom de SOCEC, est une banque coopérative qui opère au Cameroun. Elle a été créée en 1979 et est issue d'une fusion entre deux sociétés coopératives : la SOCEGEC et la SOCECPROB. La SOCEC est un exemple de structure de microfinance qui utilise une approche mutualiste, où ses membres détiennent des parts et sont également ses clients.",12,0.1006,174.72,succes,S3,False,2026-08-01 07:35:43
S3-191,institutions,Qu'est-ce que le CAPFINANCE ?,Je ne dispose pas d'informations spécifiques sur l'organisation et ses missions dans mes documents.,12,0.1379,128.78,succes,S3,False,2026-08-01 07:37:51
S3-192,institutions,Qu'est-ce que le reseau People Finance ?,Je ne dispose pas de cette information dans mes documents.,12,0.1231,126.85,succes,S3,False,2026-08-01 07:39:58
S3-193,institutions,Qu'est-ce que le Credit du Sahel S.A ?,Le Credit du Sahel S.A est une institution de crédit camerounaise. Il s'agit d'un établissement de microfinance qui offre des services de prêt et de crédit à des microentrepreneurs et aux consommateurs dans le contexte régional de l’extreme-nord.,12,0.0708,174.99,succes,S3,False,2026-08-01 07:42:53
S3-194,institutions,Qu'est-ce que la Cooperative Siloe Epargne Financiere au Cameroun ?,"La Cooperative Siloe Epargne Financière au Cameroun (SEPFI COOP-CA) est une institution financière qui offre des services de microfinance et d'épargne aux ménages. Elle est une coopérative, ce qui signifie que ses membres sont également les propriétaires et les dirigeants de l'organisation. L'objectif de SEPFI COOP-CA est de fournir des services financiers accessibles et à des taux d'intérêt raisonnables aux ménages du Cameroun, en particulier aux groupes vulnérables.",12,0.084,202.07,succes,S3,False,2026-08-01 07:46:15
S3-195,institutions,Qu'est-ce que l'African Development Credit (ADEC) ?,Je ne dispose pas de cette information dans mes documents.,12,0.0656,137.44,succes,S3,False,2026-08-01 07:48:33
S3-196,institutions,Qu'est-ce que la Mutuelle Camerounaise d'Epargne et Credit MUCADEC ?,"La Mutuelle Camerounaise d'Epargne et de Crédit (MUCADEC) est une mutuelle camerounaise qui offre des services d'épargne et de crédit aux membres. Elle est organisée en plusieurs filiales, notamment la filiale MUKOLO et la filiale WARDA. La MUCADEC est agréée par le ministère du Finances et est inscrite au registre du commerce et des sociétés sous le numéro 0000198/MINFI du 08/12/2011.",12,0.1183,194.54,succes,S3,False,2026-08-01 07:51:47
S3-197,institutions,Qu'est-ce que la Mutuelle Financiere des Femmes Dynamiques du Cameroun ?,"La Mutuelle Financière des Femmes Dynamiques du Cameroun est une mutuelle coopérative qui propose des services de microfinance à ses membres. Il s'agit d'une organisation non lucrative qui vise à soutenir les femmes et les menages défavorisés dans le pays, en leur offrant des crédits et des services financiers pour améliorer leur situation économique.

Elle a son siège à Yaoundé et est agréée par la Commission nationale des établissements financiers (CNC). Elle dispose de plusieurs bureaux dans différentes régions du Cameroun, notamment en zone CEMAC.",12,0.0706,268.58,succes,S3,False,2026-08-01 07:56:16
S3-198,institutions,Qu'est-ce que les Caisses d'Epargne Populaire et d'Investissement SA ?,Je ne dispose pas de cette information dans mes documents.,12,0.1037,125.35,succes,S3,False,2026-08-01 07:58:21
S3-061,scenario,"Si j'habite a Yaounde, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.1188,131.91,succes,S3,False,
S3-062,scenario,"Si j'habite a Douala, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.1204,99.01,succes,S3,False,2026-08-01 11:00:27
S3-063,scenario,"Si j'habite a Bafoussam, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.1242,89.17,succes,S3,False,2026-08-01 11:01:56
S3-064,scenario,"Si j'habite a Bamenda, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.1137,54.84,succes,S3,False,2026-08-01 11:02:51
S3-065,scenario,"Si j'habite a Garoua, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.1135,76.27,succes,S3,False,2026-08-01 11:04:07
S3-066,scenario,"Si j'habite a Maroua, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.1209,76.92,succes,S3,False,2026-08-01 11:05:24
S3-067,scenario,"Si j'habite a Ngaoundere, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.118,46.29,succes,S3,False,2026-08-01 11:06:10
S3-068,scenario,"Si j'habite a Bertoua, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.1208,74.52,succes,S3,False,2026-08-01 11:07:25
S3-069,scenario,"Si j'habite a Ebolowa, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.1187,72.78,succes,S3,False,2026-08-01 11:08:38
S3-070,scenario,"Si j'habite a Buea, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.1153,56.74,succes,S3,False,2026-08-01 11:09:34
S3-071,scenario,"Si j'habite a Limbe, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.1069,78.74,succes,S3,False,2026-08-01 11:10:53
S3-072,scenario,"Si j'habite a Kribi, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.1127,102.86,succes,S3,False,2026-08-01 11:12:36
S3-073,scenario,"Si j'habite a Edea, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.11,61.01,succes,S3,False,2026-08-01 11:13:37
S3-074,scenario,"Si j'habite a Dschang, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.1271,89.11,succes,S3,False,2026-08-01 11:15:06
S3-075,scenario,"Si j'habite a Kumba, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.1133,56.05,succes,S3,False,2026-08-01 11:16:02
S3-076,scenario,"Si j'habite a Nkongsamba, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.1242,77.75,succes,S3,False,2026-08-01 11:17:20
S3-077,scenario,"Si j'habite a Sangmelima, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.1142,87.84,succes,S3,False,2026-08-01 11:18:48
S3-078,scenario,"Si j'habite a Bafia, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.0954,103.94,succes,S3,False,2026-08-01 11:20:32
S3-079,scenario,"Si j'habite a Mbalmayo, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.1136,91.38,succes,S3,False,2026-08-01 11:22:03
S3-080,scenario,"Si j'habite a Guider, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.1294,90.77,succes,S3,False,2026-08-01 11:23:34
S3-081,scenario,"Si j'habite a Mokolo, vers quel type d'etablissement de microfinance devrais-je me tourner ?","Puisque tu habites à Mokolo, je ne dispose pas de cette information dans mes documents pour savoir exactement quelle catégorie d'établissements de microfinance est présente dans la région.",12,0.1102,71.19,succes,S3,False,2026-08-01 11:24:45
S3-082,scenario,"Si j'habite a Mora, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.1165,75.27,succes,S3,False,2026-08-01 11:26:00
S3-083,scenario,"Si j'habite a Tibati, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.0998,84.02,succes,S3,False,2026-08-01 11:27:24
S3-084,scenario,"Si j'habite a Mbouda, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.1245,58.7,succes,S3,False,2026-08-01 11:28:23
S3-085,scenario,"Si j'habite a Bandjoun, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.1135,50.2,succes,S3,False,2026-08-01 11:29:13
S3-086,scenario,"Si j'habite a Bafang, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.1235,43.47,succes,S3,False,2026-08-01 11:29:57
S3-087,scenario,"Si j'habite a Fundong, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.1136,36.89,succes,S3,False,2026-08-01 11:30:33
S3-088,scenario,"Si j'habite a Wum, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.1024,9.34,succes,S3,False,2026-08-01 11:30:43
S3-089,scenario,"Si j'habite a Bali, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.0856,57.97,succes,S3,False,2026-08-01 11:31:41
S3-090,scenario,"Si j'habite a Batouri, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.1146,31.72,succes,S3,False,2026-08-01 11:32:13
S3-091,scenario,"Si j'habite a Obala, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.1243,56.22,succes,S3,False,2026-08-01 11:33:09
S3-092,scenario,"Si j'habite a Loum, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.1064,84.65,succes,S3,False,2026-08-01 11:34:33
S3-093,scenario,"Si j'habite a Manjo, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.1115,70.38,succes,S3,False,2026-08-01 11:35:44
S3-094,scenario,"Si j'habite a Melong, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.1234,106.59,succes,S3,False,2026-08-01 11:37:30
S3-095,scenario,"Si j'habite a Penja, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.1057,30.47,succes,S3,False,2026-08-01 11:38:01
S3-096,scenario,"Si j'habite a Tiko, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.1013,70.0,succes,S3,False,2026-08-01 11:39:11
S3-097,scenario,"Si j'habite a Muyuka, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.1135,96.42,succes,S3,False,2026-08-01 11:40:47
S3-098,scenario,"Si j'habite a Mamfe, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.1141,76.97,succes,S3,False,2026-08-01 11:42:04
S3-099,scenario,"Si j'habite a Ndop, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.1285,32.68,succes,S3,False,2026-08-01 11:42:37
S3-100,scenario,"Si j'habite a Nkambe, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.1162,57.24,succes,S3,False,2026-08-01 11:43:34
S3-101,scenario,"Si j'habite a Mindif, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.1129,55.24,succes,S3,False,2026-08-01 11:44:29
S3-102,scenario,"Si j'habite a Gazawa, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.0936,57.75,succes,S3,False,2026-08-01 11:45:27
S3-103,scenario,"Si j'habite a Founangue, vers quel type d'etablissement de microfinance devrais-je me tourner ?",Je ne dispose pas de cette information dans mes documents.,12,0.1274,53.87,succes,S3,False,2026-08-01 11:46:21
S3-104,scenario,Recommande-moi une cooperative d'epargne adaptee si je suis base a Yaounde.,Je ne dispose pas de cette information dans mes documents.,12,0.1269,114.11,succes,S3,False,2026-08-01 11:48:15
S3-105,scenario,Recommande-moi une cooperative d'epargne adaptee si je suis base a Douala.,Je ne dispose pas de cette information dans mes documents.,12,0.121,91.75,succes,S3,False,2026-08-01 11:49:47
S3-106,scenario,Recommande-moi une cooperative d'epargne adaptee si je suis base a Bafoussam.,Je ne dispose pas de cette information dans mes documents.,12,0.1311,95.11,succes,S3,False,2026-08-01 11:51:22
S3-107,scenario,Recommande-moi une cooperative d'epargne adaptee si je suis base a Bamenda.,Je ne dispose pas de cette information dans mes documents.,12,0.1153,68.49,succes,S3,False,2026-08-01 11:52:31
S3-108,scenario,Recommande-moi une cooperative d'epargne adaptee si je suis base a Garoua.,Je ne dispose pas de cette information dans mes documents.,12,0.109,54.07,succes,S3,False,2026-08-01 11:53:25
S3-109,scenario,Recommande-moi une cooperative d'epargne adaptee si je suis base a Maroua.,Je ne dispose pas de cette information dans mes documents.,12,0.1205,67.59,succes,S3,False,2026-08-01 11:54:32
S3-110,scenario,Recommande-moi une cooperative d'epargne adaptee si je suis base a Ngaoundere.,Je ne dispose pas de cette information dans mes documents.,12,0.1121,92.84,succes,S3,False,2026-08-01 11:56:05
S3-111,scenario,Recommande-moi une cooperative d'epargne adaptee si je suis base a Bertoua.,Je ne dispose pas de cette information dans mes documents.,12,0.1195,89.85,succes,S3,False,2026-08-01 11:57:35
S3-112,scenario,Recommande-moi une cooperative d'epargne adaptee si je suis base a Ebolowa.,Je ne dispose pas de cette information dans mes documents.,12,0.1139,75.97,succes,S3,False,2026-08-01 11:58:51
S3-113,scenario,Recommande-moi une cooperative d'epargne adaptee si je suis base a Buea.,Je ne dispose pas de cette information dans mes documents.,12,0.0983,83.97,succes,S3,False,2026-08-01 12:00:15
S3-114,scenario,Recommande-moi une cooperative d'epargne adaptee si je suis base a Limbe.,Je ne dispose pas de cette information dans mes documents.,12,0.1066,101.14,succes,S3,False,2026-08-01 12:01:56
S3-115,scenario,Recommande-moi une cooperative d'epargne adaptee si je suis base a Kribi.,Je ne dispose pas de cette information dans mes documents.,12,0.1007,65.86,succes,S3,False,2026-08-01 12:03:02
S3-116,scenario,Recommande-moi une cooperative d'epargne adaptee si je suis base a Edea.,Je ne dispose pas de cette information dans mes documents.,12,0.1016,73.39,succes,S3,False,2026-08-01 12:04:15
S3-117,scenario,Recommande-moi une cooperative d'epargne adaptee si je suis base a Dschang.,Je ne dispose pas de cette information dans mes documents.,12,0.1078,68.6,succes,S3,False,2026-08-01 12:05:24
S3-118,scenario,Recommande-moi une cooperative d'epargne adaptee si je suis base a Kumba.,Je ne dispose pas de cette information dans mes documents.,12,0.1135,96.09,succes,S3,False,2026-08-01 12:07:00
S3-139,reglementation,Quel texte reglemente actuellement la microfinance en zone CEMAC ?,"Le texte qui règle actuellement la microfinance en zone CEMAC est le nouveau règlement CEMAC/UMAC/COBAC relatif aux conditions d'exercice et de contrôle de l'activité de microfinance, adopté le 27 septembre 2017.",12,0.1677,97.94,succes,S3,False,2026-08-01 12:08:38
S3-140,reglementation,Qui compose le conseil d'administration d'un EMF de premiere categorie ?,Je ne dispose pas de cette information dans mes documents.,12,0.0987,135.78,succes,S3,False,2026-08-01 12:10:54
S3-141,reglementation,Quelles sont les regles de ratio prudentiel imposees a un EMF ?,"Selon le tableau 8, les règles de ratio prudentiel imposées à un EMF sont :

1. Ratio couverture des risques : 1100%
2. Ratio couverture des immobilisations : 110000%
3. Limitation des participations : 55%
4. Ratio relatif aux lignes de financement : 5500%
5. Ratio de liquidité (à court terme) : 110000%

Ces ratios sont des exigences minimales pour les établissements de microfinance (EMF) afin de garantir une certaine stabilité financière et minimiser les risques encourus.",12,0.1305,176.88,succes,S3,False,2026-08-01 12:13:51
S3-142,reglementation,Un EMF doit-il publier ses comptes annuels ?,Je ne dispose pas de cette information dans mes documents.,12,0.0987,113.23,succes,S3,False,2026-08-01 12:15:44
S3-143,reglementation,Quel est le role du commissaire aux comptes (CAC) dans un EMF ?,Le commissaire aux comptes (CAC) est chargé de superviser et de contrôler l'administration et les opérations financières d'un établissement de microfinance (EMF). Il vérifie que les activités de l'EMF sont conformes à la réglementation en vigueur et qu'elle respecte les obligations légales et contractuelles.,12,0.0837,137.7,succes,S3,False,2026-08-01 12:18:01
S3-144,reglementation,Comment la COBAC controle-t-elle les EMF sur le terrain ?,"Je ne dispose pas d'informations spécifiques sur les méthodes de contrôle des établissements de microfinance (EMF) par la Commission bancaire des États centrafricains (COBAC) en zone CEMAC. Les réglementations et les contrôles sont en place pour assurer une bonne gestion des risques, mais je n'ai pas les détails exacts sur les modalités de contrôle opérationnel ou les inspections effectuées par la COBAC.",12,0.087,155.97,succes,S3,False,2026-08-01 12:20:37
S3-145,reglementation,Un EMF peut-il faire faillite ? Que se passe-t-il alors ?,"Bienvenue dans notre discussion sur la microfinance au Cameroun !

À propos de vos questions, voici quelques réponses :

1. Les IMF qui prétendent viser les plus pauvres atteignent-elles vraiment leurs objectifs ?
Je ne dispose pas de cette information dans mes documents.

2. N'est-il pas risqué d'endetter les plus pauvres qui n'auront pas les capacités de remboursement ?
Oui, c'est un risque connu dans le système financier. Les IMF sont tenues de respecter des normes prudentielles pour éviter ces risques.

3. N'est-il pas préférable de viser un public moins pauvre afin de créer une dynamique économique qui profitera indirectement aux pauvres ?
Cette question est discutée dans les critiques de la microfinance. Certains pensent que cibler les populations les plus pauvres peut ne pas être l'approche la plus efficace pour éliminer la pauvreté.

4. Si la microfinance n'atteint pas les pauvres, ne risque-t-elle pas de contribuer à l'accroissement des inégalités ?
Oui, c'est une critique souvent faite à la microfinance. Certains pensent que l'accès aux crédits peut accroître les inégalités sociales et économiques.

5. Sur ces questions, les auteurs du Guide de la microfinance proposent quelques réponses...
Je ne dispose pas de cette information dans mes documents.

6. Analyse sectorielle : La banque et la microfinance en zone CEMAC
...mais j'ai pu trouver des informations sur l'inclusion financière au niveau des opérations avec la clientèle.
La qualité du portefeuille de crédits s'est améliorée, mais les créances en souffrance restent un problème.

7. Exploitation des bénéficiaires des IMF ?
Les auteurs du Guide de la microfinance proposent des réponses à cette question...
Je ne dispose pas de cette information dans mes documents.

8. Critiques de la microfinance
...mais j'ai pu trouver des informations sur les normes prudentielles des EMF.
Les EMF sont tenues de respecter des normes prudentielles pour éviter les risques.

J'espère que cela répond à vos questions !",12,0.1061,261.86,succes,S3,False,2026-08-01 12:24:59
S3-146,reglementation,Quelles obligations de transparence un EMF a-t-il envers ses membres ?,"Un EMF a l'obligation de garantir la transparence dans sa gestion, notamment en ce qui concerne les informations suivantes :

- La composition et le fonctionnement de son conseil d'administration
- Le montant du capital social ainsi que la répartition des actions entre ses membres
- Les conditions d'emprunt, y compris les taux d'intérêt et les échéances de remboursement
- Le montant des prises de participation et la nature des activités dans lesquelles ces participations sont investies
- La répartition des bénéfices ou pertes entre ses membres et les organes de gestion",12,0.0781,146.25,succes,S3,False,2026-08-01 12:27:26
S3-147,reglementation,Existe-t-il une assurance-depot pour les clients des EMF ?,"Oui, il existe un système d'assurance-depot pour les clients des EMF. Le système de couverture des immobilisations par les ressources disponibles (Règlement COBAC EMF 2002/09) impose aux EMF de présenter en permanence une couverture minimale des immobilisations par les ressources permanentes, qui est calculée comme suit :

Ratio couverture des immobilisations = Ratio des immobilisations / Ratio fonds propres nets

Cette ratio doit être supérieure ou égale à 110000%.",12,0.0731,158.64,succes,S3,False,2026-08-01 12:30:04
S3-148,reglementation,Quel est le processus de retrait d'agrement d'un EMF ?,Je ne dispose pas de cette information dans mes documents.,12,0.0778,109.72,succes,S3,False,2026-08-01 12:31:54
S3-149,reglementation,Un dirigeant d'EMF peut-il cumuler plusieurs mandats ?,"Oui, un dirigeant d'EMF peut cumuler plusieurs mandats. Le règlement COBAC EMF R-2017/09 précise que ""les membres du Conseil d’administration ou de l’organe délibérant des sociétés coopératives et des sociétés anonymes peuvent cumuler leurs fonctions avec autres offices"".",12,0.0809,125.34,succes,S3,False,2026-08-01 12:33:59
S3-150,reglementation,Comment se fait le controle interne dans un EMF ?,Je ne dispose pas de cette information dans mes documents.,12,0.0795,128.89,succes,S3,False,2026-08-01 12:36:08
S3-151,reglementation,Quelles regles s'appliquent aux operations de credit entre EMF ?,"Selon le Tableau 8 : Récapitulatif des normes prudentielles de la COBAC, les établissements de microfinance (EMF) sont soumis à plusieurs règles et réglementaires. Cependant, je n'ai trouvé aucune information spécifique concernant les règles applicables aux opérations de crédit entre EMF.

Cependant, le Règlement COBAC EMF 2002/01 relatif au champ d’application des règlements COBAC sur les normes prudentielles des établissements de microfinance peut être lié à ces questions. Cet article peut donner un aperçu de la réglementation générale qui s'applique aux EMF.

Je ne dispose pas de cette information dans mes documents spécifiques concernant le secteur de la microfinance en zone CEMAC.",12,0.0866,172.2,succes,S3,False,2026-08-01 12:39:00
S3-152,reglementation,Un EMF peut-il fusionner avec un autre EMF ?,"Oui, un établissement de microfinance (EMF) peut fusionner avec un autre établissement de microfinance. Cela est autorisé par le règlement COBAC EMF du 2017/05. Cette réglementation permet aux établissements de microfinance d'assumer leurs risques et de renforcer leur position sur le marché.",12,0.0638,190.11,succes,S3,False,2026-08-01 12:42:10
S3-153,reglementation,Quel role joue le ministere des Finances dans la supervision des EMF ?,"Le Ministère des Finances joue un rôle important dans la supervision des Établissements de Microfinance (EMF) en tant qu'autorité monétaire nationale. Cependant, la décision finale de l'agrément est dépendante d'un avis conforme émis par la COBAC elle-même, ce qui montre que le caractère à la fois national et communautaire de la supervision du secteur est pris en compte.",12,0.0776,141.97,succes,S3,False,2026-08-01 12:44:32
S3-154,reglementation,Comment un client peut-il porter plainte contre un EMF ?,"Pour porter une plainte contre un établissement de microfinance (EMF), le client doit généralement suivre les étapes suivantes :

1.  Contacter directement l'EMF pour résoudre le problème ;
2.  Si la résolution n'est pas possible, contacter un organisme de régulation ;
3.  Enfin, si nécessaire, saisir une procédure judiciaire.

Ces démarches peuvent varier en fonction du pays et des réglementations locales.",12,0.0676,144.91,succes,S3,False,2026-08-01 12:46:57
S3-155,reglementation,Quels criteres definissent la solvabilite d'un EMF ?,Je ne dispose pas de cette information dans mes documents.,12,0.0951,99.34,succes,S3,False,2026-08-01 12:48:37
S3-156,reglementation,Existe-t-il un delai de traitement standard pour une demande d'agrement ?,Je ne dispose pas de cette information dans mes documents.,12,0.1276,97.31,succes,S3,False,2026-08-01 12:50:14
S3-157,reglementation,Quelles obligations de formation existent pour les dirigeants d'EMF ?,"Je ne dispose pas d'informations spécifiques sur les obligations de formation pour les dirigeants d'EMF dans mes documents. Cependant, je peux vous dire que la réglementation COBAC EMF R-2003/03 prévoit l'importance du développement des compétences et connaissances pour les responsables des établissements de microfinance.",12,0.0842,127.59,succes,S3,False,2026-08-01 12:52:22
S3-158,reglementation,Un EMF etranger peut-il s'implanter au Cameroun sans agrement local ?,"Non, un établissement de microfinance étranger ne peut pas s'implanter au Cameroun sans obtenir l'autorisation préalable de l'Autorité de régulation et de supervision du système financier (AMF), qui est compétente pour autoriser ou refuser l'accueil des établissements de microfinance dans le pays.",12,0.0795,145.64,succes,S3,False,2026-08-01 12:54:47
S3-174,definitions,Qu'est-ce que la finance solidaire concretement ?,"La finance solidaire se manifeste sous différentes formes, notamment :

* Renoncement à un gain monétaire (renoncement à une partie des intérêts) ;
* Non-rémunération du capital (crédit gratuit) ;
* Partage des risques (partage des pertes et des bénéfices ou octroi de crédits des personnes sans patrimoine) ;
* Financement de personnes en situation d'exclusion ou d'activités solidaires.

Ces formes de solidarité s'inscrivent dans différents registres philosophiques.",12,0.1926,82.64,succes,S3,False,2026-08-01 12:56:10
S3-175,definitions,Quelle est la difference entre finance solidaire et microfinance ?,"La différence entre finance solidaire et microfinance réside dans leur objectif et leur approche. La microfinance se concentre principalement sur l'accès aux services financiers pour les populations pauvres, en offrant des crédits et des investissements à ces groupes. En revanche, la finance solidaire vise à corriger les impacts négatifs de la finance traditionnelle et à promouvoir une économie plus équitable et solidaire, en prenant en compte les besoins sociaux et environnementaux.

La microfinance se concentre sur le développement de systèmes de crédit pour les populations pauvres, tandis que la finance solidaire cherche à aller au-delà des simples prêts et investissements, pour intégrer des considérations sociales et environnementales dans sa prise de décision.",12,0.106,111.11,succes,S3,False,2026-08-01 12:58:01
S3-176,definitions,Comment fonctionne le systeme bancaire classique en comparaison d'un EMF ?,Je ne dispose pas de cette information dans mes documents.,12,0.0881,111.05,succes,S3,False,2026-08-01 12:59:52
S3-177,definitions,Qu'est-ce qu'un club d'investisseurs solidaires ?,"Un club d'investisseurs solidaires est un groupe de personnes qui mobilisent l'épargne des particuliers afin de constituer un capital collectif, qui est ensuite investi soit sous forme de participation au capital d'entreprise, soit en accordant des prêts dans le cadre de projets d'activités. Il y a une relation directe entre les épargnants et les emprunteurs.",12,0.1039,83.64,succes,S3,False,2026-08-01 13:01:16
S3-178,definitions,Quels sont les debats autour de la delimitation du microcredit ?,"Les débats entrou lesquels s'entrent en ligne pour préciser quelles étaient les frontières de la microfinance portent notamment sur le point de vue selon lequel il faudrait restreindre l'usage du microcrédit à la production de biens ou de services, typiquement, la création ou le développement de micro-entreprise. Cette restriction est opposée par les acteurs du secteur privé qui soulignent que la « fongibilité » de l'argent rend illusoire cette restriction, et qu'en tout état de cause, ce n'est pas à des riches de déterminer comment les pauvres doivent utiliser leur argent.",12,0.1603,91.79,succes,S3,False,2026-08-01 13:02:48
